0.78494,-1.6257,321
0.78494,-1.6257,320.02
0.78494,-1.6257,320.02
0.78494,-1.6257,320.02
0.78494,-1.6257,320.02
0.78494,-1.6257,320.02
0.78494,-1.6257,318.85
0.78494,-1.6257,318.85
0.78494,-1.6257,318.85
0.78494,-1.6257,318.85
0.78494,-1.6257,318.85
0.78494,-1.6257,317.59
0.78494,-1.6257,317.59
0.78494,-1.6257,317.59
0.78494,-1.6257,317.59
0.78494,-1.6257,317.59
0.78494,-1.6257,316.34
0.78494,-1.6257,316.34
0.78494,-1.6257,316.34
0.78494,-1.6257,316.34
0.78494,-1.6257,316.34
0.78494,-1.6257,315.04
0.78494,-1.6257,315.04
0.78494,-1.6257,315.04
0.78494,-1.6257,315.04
0.78494,-1.6257,315.04
0.78494,-1.6257,313.8
0.78494,-1.6257,313.8
0.78494,-1.6257,313.8
0.78494,-1.6257,313.8
0.78494,-1.6257,313.8
0.78494,-1.6257,312.61
0.78494,-1.6257,312.61
0.78494,-1.6257,312.61
0.78494,-1.6257,312.61
0.78494,-1.6257,312.61
0.78494,-1.6257,311.54
0.78494,-1.6257,311.54
0.78494,-1.6257,311.54
0.78494,-1.6257,311.54
0.78494,-1.6257,311.54
0.78494,-1.6257,310.53
0.78494,-1.6257,310.53
0.78494,-1.6257,310.53
0.78494,-1.6257,310.53
0.78494,-1.6257,310.53
0.78494,-1.6257,309.64
0.78494,-1.6257,309.64
0.78494,-1.6257,309.64
0.78494,-1.6257,309.64
0.78494,-1.6257,309.64
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,308.67
0.78494,-1.6257,305.25
0.78494,-1.6257,305.25
0.78494,-1.6257,305.25
0.78494,-1.6257,305.25
0.78494,-1.6257,305.25
0.78495,-1.6257,303.92
0.78495,-1.6257,303.92
0.78495,-1.6257,303.92
0.78495,-1.6257,303.92
0.78495,-1.6257,303.92
0.78495,-1.6257,302.49
0.78495,-1.6257,302.49
0.78495,-1.6257,302.49
0.78495,-1.6257,302.49
0.78495,-1.6257,302.49
0.78495,-1.6257,301.09
0.78495,-1.6257,301.09
0.78495,-1.6257,301.09
0.78495,-1.6257,301.09
0.78495,-1.6257,301.09
0.78495,-1.6257,299.77
0.78495,-1.6257,299.77
0.78495,-1.6257,299.77
0.78495,-1.6257,299.77
0.78495,-1.6257,299.77
0.78495,-1.6257,298.51
0.78495,-1.6257,298.51
0.78495,-1.6257,298.51
0.78495,-1.6257,298.51
0.78495,-1.6257,298.51
0.78495,-1.6257,297.36
0.78495,-1.6257,297.36
0.78495,-1.6257,297.36
0.78495,-1.6257,297.36
0.78495,-1.6257,297.36
0.78495,-1.6257,296.25
0.78495,-1.6257,296.25
0.78495,-1.6257,296.25
0.78495,-1.6257,296.25
0.78495,-1.6257,296.25
0.78495,-1.6257,295.2
0.78495,-1.6257,295.2
0.78495,-1.6257,295.2
0.78495,-1.6257,295.2
0.78495,-1.6257,295.2
0.78495,-1.6257,294.05
0.78495,-1.6257,294.05
0.78495,-1.6257,294.05
0.78495,-1.6257,294.05
0.78495,-1.6257,294.05
0.78495,-1.6257,292.82
0.78495,-1.6257,292.82
0.78495,-1.6257,292.82
0.78495,-1.6257,292.82
0.78495,-1.6257,292.82
0.78495,-1.6257,291.46
0.78495,-1.6257,291.46
0.78495,-1.6257,291.46
0.78495,-1.6257,291.46
0.78495,-1.6257,291.46
0.78495,-1.6257,289.9
0.78495,-1.6257,289.9
0.78495,-1.6257,289.9
0.78495,-1.6257,289.9
0.78495,-1.6257,289.9
0.78495,-1.6257,288.32
0.78495,-1.6257,288.32
0.78495,-1.6257,288.32
0.78495,-1.6257,288.32
0.78495,-1.6257,288.32
0.78495,-1.6257,286.78
0.78495,-1.6257,286.78
0.78495,-1.6257,286.78
0.78495,-1.6257,286.78
0.78495,-1.6257,286.78
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,285.5
0.78495,-1.6257,283.09
0.78495,-1.6257,283.09
0.78495,-1.6257,283.09
0.78495,-1.6257,283.09
